Name,Price,Bottle size
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DON DARIAS TEMPRANILLO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1599.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1962"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DOWS 20 YRS TAWNY PORT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>9999.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2551"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DOWS FINE RUBY PORT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3971.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2552"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DOWS FINE TAWNY PORT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2990.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2643"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DR LOOSEN RIESLING</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2495.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1401"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DR SCHMITT PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1464"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DR SCHMITT RIESLING</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1465"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DRY CREEK CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>6950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2555"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DRY CREEK CHENIN BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2945.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-602"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DRY CREEK FUME BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-604"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DRY CREEK HERITAGE ZINFANDEL</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4999.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-594"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DUQUE DE SEVILLA CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2082"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DUQUE DE SEVILLA GRAN ROSADO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2083"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">DUQUE DE SEVILLA GRAN TEMPRANILLO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2084"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">E GUIGAL CONDRIEU</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>12900.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1966"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">E GUIGAL TAVEL</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1521"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EARLY DARK CHATEAU COUTINEL FRONTON SYRAH</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2075.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1724"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EARLY DARK GERAUD ARBEAU BORDEAUX RED</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2300.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2498"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EARLY DARK SAUVIGNON BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2075.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1725"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EL CANDADO PEDRO XIMENEZ SHERRY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2351"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EL GORU BLANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2590.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-202"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EL GORU MONASTRELL SYRAH PETIT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2795.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-204"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EL VOLQUETE TEMPRANILLO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-595"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">EL VOLQUETE VERDEJO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-718"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ELISIR D AMORE COTES DU RHONE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2474"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ERATH OREGON PINOT GRIS</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>3950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-545"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ERATH OREGON PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-546"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ESCARPMENT GRIS PINOT GRIS</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1742"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ESCARPMENT MARTINBOROUGH PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>8250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1743"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ESCARPMENT NOIR PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4950.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1741"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ESCARPMENT TE REHUA PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>10750.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1744"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAIRVIEW GOATS DO ROAM RED</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-583"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FALESCO VITIANO CABERNET</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2694.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-212"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI CALALENTA MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2990.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1509"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI CERASUOLO DABRUZZO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2399.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1492"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI COLLECTION ROSSO TAVOLA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-587"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI MONTEPULCIANO D ABRUZZO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2350.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-213"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI PINOT GRIGIO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2290.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-214"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI TERRE DI CHIETI SANGIOVESE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2395.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2658"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FANTINI TREBBIANO D ABRUZZO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-806"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FATTORI PINOT GRIGIO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1999.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2507"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FATTORI VALPOLICELLA SUPERIORE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2995.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2509"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO EXTRA DRY CAVA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2620.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-216"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO I GRAN RESERVA RIOJA DOC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>6250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2548"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO V RESERVA RIOJA DOC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4499.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1773"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO VII RED RIOJA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>650.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-248"" data-toggle=""collapse"" type=""button""><span>180ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO VII RIOJA DOC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2299.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-250"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO VII ROSE RIOJA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>599.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-252"" data-toggle=""collapse"" type=""button""><span>180ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FAUSTINO VII WHITE RIOJA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>599.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-253"" data-toggle=""collapse"" type=""button""><span>180ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FERRARI BRUT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-258"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FERRARI ROSE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5300.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-260"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FINCA VIEJA BIANCO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1495.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-308"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FINCA VIEJA RED TEMPRANILLO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1695.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-309"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FINCAS VALDEMA COCO TINTO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>4500.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2085"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOLONARI CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1700.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1702"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOLONARI CHIANTI</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2350.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-615"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOLONARI MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1700.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1703"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOLONARI MONTEPULCIANO D ABRUZZO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1850.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1653"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOLONARI PINOT GRIGIO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1900.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1676"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOLONARI PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1900.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1654"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FORTANT DE FRANCE CHARDONNAY</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1900.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-311"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FOURNIER SANCERRE LES BELLES VIGNES</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5395.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2352"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRAMINGHAM MARLBOROUGH CLASSIC RIESLING</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>5770.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2170"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRAMINGHAM PINOT NOIR</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>7390.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2639"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRANK PHELAN</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>10500.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2294"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRENCH DOG CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1895.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2186"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRENCH ROOTS MERLOT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1999.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2408"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRENCH ROOTS SAUVIGNON BLANC</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>1999.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-510"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRESCOBALDI DANZANTE PINOT GRIGIO DELLE VENEZIE IGT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-618"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRESCOBALDI LUCE DELLA VITE TOSCANA IGT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>18650.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1894"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRESCOBALDI PATER SANGIOVESE TOSCANA IGT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-619"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FRESCOBALDI REMOLE TOSCANA IGT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-620"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">FUERZA MONASTRELL CABERNET SAUVIGNON</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>2990.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-517"" data-toggle=""collapse"" type=""button""><span>750ML</span> <i class=""flaticon-download""></i></button>"
