Name,Price,Bottle size
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA BLONDE BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-647"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA BOOM</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-733"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA GOLD STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1412"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA IPA POMELO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>210.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1879"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA LIGHT BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>150.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-648"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA MALABAR STOUT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>210.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-730"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA RISE STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2441"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BIRA WHITE BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>230.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-742"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BLUE MOON BELGIAN WHEAT ALE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2420"" data-toggle=""collapse"" type=""button""><span>500ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BRO CODE FRIZZANTE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>150.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2751"" data-toggle=""collapse"" type=""button""><span>375ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BUDWEISER GENUINE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-649"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BUDWEISER MAGNUM STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>240.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-735"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">CARLING STRONG BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>240.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2484"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">CARLSBERG ELEPHANT STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>240.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-736"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">CARLSBERG SMOOTH BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-650"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">CORONA EXTRA PREMIUM BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>200.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-651"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HAYWARDS 2000</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>115.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1345"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HOEGAARDEN WITBIER INDIAN</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>250.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-750"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HOEGAARDEN WITBIER NECTARINE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2089"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HOEGAARDEN WITBIER ROSEE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>275.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2018"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">MILLER ACE STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>240.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2418"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">MILLER HIGH LIFE BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2419"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ROYAL CHALLENGE LAGER BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>100.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2068"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">ROYAL CHALLENGE STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>130.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2069"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">THUNDERBOLT STRONG BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>185.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2485"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">TUBORG CLASSIC BLACK STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1410"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">TUBORG GREEN BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>200.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-729"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">TUBORG ICE DRAFT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2337"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">TUBORG STRONG BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>190.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-739"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">TUBORG WHITE STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>220.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1346"" data-toggle=""collapse"" type=""button""><span>650ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BREWDOG DEAD PONY CLUB</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1845"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BREWDOG HAZY JANE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2029"" data-toggle=""collapse"" type=""button""><span>330ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BREWDOG LOST LAGER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-744"" data-toggle=""collapse"" type=""button""><span>440ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BREWDOG PUNK IPA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>450.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-745"" data-toggle=""collapse"" type=""button""><span>330ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BUHO STRONG</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>400.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-748"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">BUHO WITBIER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>350.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-749"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">COOPERS BEST EXTRA STOUT</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>695.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2022"" data-toggle=""collapse"" type=""button""><span>375ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">COOPERS ORIGINAL PALE ALE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2023"" data-toggle=""collapse"" type=""button""><span>375ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">GUINNESS DRAUGHT BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>500.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1514"" data-toggle=""collapse"" type=""button""><span>440ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HOPPER BLONDE</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>330.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-751"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">HOPPER WITBIER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>330.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-752"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">PERONI NASTRO AZZURRO</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1682"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">SINGHA LAGER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>475.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1534"" data-toggle=""collapse"" type=""button""><span>330ML</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">STANGEN IPA</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>600.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-2243"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
"<h4 class=""fw-500 m-0 text-dark ll-product-title"">STANGEN WEISS BEER</h4>","<div class=""wbr-amount fs-16""><span class=""symbol fs-14"">₹</span>550.00</div>","<button class=""btn color-black p-0 fw-500 wbr-cmp-variation-view-toggle"" data-target=""#collaps-1847"" data-toggle=""collapse"" type=""button""><span>500 ML CAN</span> <i class=""flaticon-download""></i></button>"
